Tag,Headline,Summary,Link
Leo Lewis,Xi Jinping may be the world’s fiercest tiger parent,"The Chinese president’s ambitions for the state means each month brings a new, landscape-altering surprise from Beijing",https://www.ft.com/content/fcb87c4a-b1dd-4620-92c2-902164cbc8c4
US budget,Biden agenda on the brink as lawmakers dig in on debt limit and spending,US president’s popularity is falling amid a party split over economic policy and a looming government shutdown,https://www.ft.com/content/70d5a30d-4ae5-4777-8348-b83000c16056
Anand Menon,Global Britain needs new friends without alienating old allies,Aukus is a clear example of how the UK’s new relationships can undermine diplomatic relations in Europe,https://www.ft.com/content/fec333a6-8aa7-4ad3-a6cd-a6b7f77116fd
UK business & economy,UK motorists face queues and closures at petrol stations,Truck driver-shortage hits deliveries and leads to panic buying despite assurances of ‘ample’ fuel stocks,https://www.ft.com/content/1bf02628-3b06-4935-aab3-907acf4bc3ea
Labour Party UK,Starmer wins Labour backing for diluted leadership vote changes,NEC agrees to raise number of MPs needed to approve nominations for contenders,https://www.ft.com/content/7e80927d-d0f4-4dd2-a77d-6f6cce6c47f1
News in-depthJustin Trudeau,Chastened Trudeau gets back to work after Canada delivers poll shrug,Prime minister has seized the centre ground in politics but lost his early energy,https://www.ft.com/content/06add200-c44e-4909-9e08-55f009f4bcd9
News in-depthUS retail,US retailers compete to entice workers in face of labour shortage ,Employers struggle to staff up for the holiday season as the number of unfilled jobs rises,https://www.ft.com/content/76e557d5-e792-4b73-8bb0-7e1f647e39fa
Meng Wanzhou,Beijing frees Canadians after Huawei CFO reaches deal with US,Meng Wanzhou flies to China after resolving fraud charges while Spavor and Kovrig return to Canada,https://www.ft.com/content/8d6cabf1-2683-45e1-a67f-19dd531b305d
LexClimate change,Net zero pledges: not even next management’s problem  Premium content,"Emissions targets often have agreeably long deadlines, while the tenures of bosses have been shortening",https://www.ft.com/content/083c3972-d729-4867-82dc-a6806b83a7bd
FT MagazineWine,Keeping fresh: which wines last longest?,German white wines tend to hold their charm and Rieslings are almost immortal,https://www.ft.com/content/5f3dd9e8-a8f7-4ab2-baec-fcd5ddc65e49
John Dizard,US is still grasping for a solution on how to insure against floods ,True cost of a Federal programme has been less than fully transparent,https://www.ft.com/content/77d94045-53ae-41d2-9e56-a6bdcf105747
Payne's Politics podcast34 min listen,Boris Johnson undertakes his first major overseas trip,Examining his speech to the UN General Assembly about why now is the moment to really tackle climate change,https://www.ft.com/content/2cd0077b-4a6c-42a2-b713-6ba7027a8799
Inheritance,Half of UK parents plan to treat children unequally in their wills,"Survey reveals lack of financial understanding between generations, with many offspring set for surprises",https://www.ft.com/content/d1c48a7c-0ff8-40b6-9236-11611067651d
News in-depthEvergrande Real Estate Group,Evergrande’s plight brings no joy to the man behind its big short,Andrew Left predicted the demise of the Chinese property group but is not celebrating its debt crunch,https://www.ft.com/content/298b140e-b46c-41a9-9329-fb633a070dfd
InterviewLabour Party UK,"Labour must show it can be trusted with UK’s finances, says Lisa Nandy",Shadow foreign secretary tries to set out an optimistic vision ahead of party conference,https://www.ft.com/content/96bd7fb9-06c5-4b10-8790-7aca1dbf66dc
Capital markets,Wall Street charts weekly gain while bond yields tick higher,Chinese property group Evergrande has loomed over global financial markets,https://www.ft.com/content/7200b459-265a-44fc-a31c-3843e4802f75
International Monetary Fund,IMF chief denies trying to boost China in World Bank rankings,Kristalina Georgieva issues forceful rebuttal of ‘quid pro quo’ claims amid mounting calls for resignation,https://www.ft.com/content/291e126d-fbb4-4ea2-8c0c-b35fbe39d9e3
Investing in Xi’s China,Top investors split on direction of ‘tempestuous’ China’s markets,Bulls like Ray Dalio and Howard Marks spar with more downbeat managers such as Kyle Bass,https://www.ft.com/content/eb7dce16-fc1c-45dc-bc6e-5f521623bd3e
News in-depthGerman election,Germany’s electoral oracle struggles to divine the post-Merkel future,Pinneberg has for decades sided with the party that claimed power but this year’s picture is unclear,https://www.ft.com/content/a91f3a3a-6741-4339-aeb8-580bcab61726
EU immigration,‘I feel human again’: migrants on Greek island transfer to EU-funded facility,"With hot water and Wi-Fi, new centre on Samos offers improved conditions compared with the old camp",https://www.ft.com/content/f381fa90-95a3-4a79-9aab-43e65267121f
Iran,Iranians say ‘I do’ to state-sanctioned online romance,Islamic republic hopes to boost falling marriage rates through matchmaking app,https://www.ft.com/content/0b8525c1-24f8-4e22-bb51-7f0da6508f45
News in-depthUK business & economy,Johnson ready to relax UK visa regime to tackle driver shortage,"Temporary scheme for up to 10,000 foreign workers in transport and food in wake of fuel and supply disruption",https://www.ft.com/content/8335166f-9019-471b-9cbf-d7554c3b40b2
The Big Read,An end to super-cheap money? Central banks begin tightening cycle,"Having made billions available to households, companies and governments to borrow during the pandemic, the brakes are now being applied",https://www.ft.com/content/f68c2581-ae8b-443d-9b5b-117f7628533b
UK energy,UK energy suppliers warn they cannot absorb rivals’ customers without rescue,Strongest companies say they face being asked to take on billions in liabilities if more power groups fail,https://www.ft.com/content/0384ec8d-882d-48b9-bd8a-9a9b56b2f402
#techFT,Big Tech’s paranoid practices,"China outlaws crypto, Huawei CFO deal, Nokia’s G50",https://www.ft.com/content/ee2fe35c-5889-441e-844c-01e4d56f820d
Spain,Former Catalan independence leader faces extradition case in Italy ,Carles Puigdemont to appear before court in Sardinia next month after Spanish legal request,https://www.ft.com/content/6877867e-1ad9-4233-b40d-6e096a438b2e
ObituarySaadi Yacef,Saadi Yacef: 1928-2021; resistance fighter and actor,Guerrilla commander who fought France’s occupation of Algeria and later produced and starred in The Battle of Algiers,https://www.ft.com/content/c9f1ae98-71eb-409e-ab7d-9b97be07c474
The Road to Recovery,Central bankers edge towards ‘normalisation’,Norway becomes first major western economy to raise interest rates since the start of the pandemic,https://www.ft.com/content/f0e9aa1f-586d-40ef-9c42-0ce687879604
Merryn Somerset Webb,Gas crisis shows why we must stop demonising fossil fuels ,The engineering challenges around renewables means we need to be realistic while waiting for the green transition,https://www.ft.com/content/f9535e7d-8a44-4cd6-bc08-9b255a4d9883
News in-depthAukus,Aukus: How transatlantic allies turned on each other over China,Biden’s security pact with UK and Australia comes at the cost of deep resentment in Paris and Brussels,https://www.ft.com/content/06f95e54-732e-4508-bc92-c3752904ba67
Instant InsightAdam Samson,China’s crypto crackdown signals further pressure on offshore trading venues,National regulators seek greater control of activity beyond their borders,https://www.ft.com/content/36deb0dd-a5f7-4dec-9a72-efd7a25dfac2
German election,Olaf Scholz leads by whisker in last hours before German election ,Final rallies by chancellor hopefuls eclipsed by crowds at climate protests as race to succeed Merkel tightens ,https://www.ft.com/content/a44682a2-a759-4fa7-b5b1-a96b1e1c85a1
The FT ViewThe editorial board,Evergrande leaves China’s economy at a turning point,Transition away from reliance on real estate will need deft handling,https://www.ft.com/content/59497768-2fd2-4257-905d-53dfeb9b4ab5
Henry Mance,No turkey at Christmas is the least of our poultry problems,Having a fixed expectation of what food we should eat is historically and environmentally illiterate,https://www.ft.com/content/d8e80105-aa7b-4d1a-8c07-f2341652fac2
Sharon Graham,Union members cannot afford to wait for a Labour government ,Winning industrial disputes is more important than attending the annual party conference,https://www.ft.com/content/f52c14b5-5050-4d5b-8e41-e87db579f26f
UK Border Force,Passport gate failures leave UK passengers queueing for hours,Technical problem hits vital automated border control system at airports across the country,https://www.ft.com/content/e29ba578-bc27-464e-bfce-9c34a13a051b
Covid-19 vaccines,Biden urges Americans to ‘wait their turn’ for booster jabs,Elderly and at-risk to be offered third dose of BioNTech/Pfizer Covid-19 jab under scaled-back plan,https://www.ft.com/content/009ec055-f18f-4cd8-8334-bd9e4505b8bf
Camilla Cavendish,Gove must realise that true levelling up is about people not places,Turning Boris Johnson’s slogan into a solution will require looking outside an unimaginative Whitehall  ,https://www.ft.com/content/9548ceab-84a3-4473-8ede-9749316995e2
Accounting & Consulting services,US consultancy Ankura expands into UK restructuring ,Latest private equity-backed group looks to profit from companies in financial distress because of the pandemic,https://www.ft.com/content/80314439-daec-4a27-aec2-583a0d6e69e2
Aukus,Boris Johnson moves to soothe Emmanuel Macron over Aukus deal,UK prime minister speaks to French president after harsh words over Indo-Pacific agreement,https://www.ft.com/content/c3d63c67-e6a2-41c1-884f-bee2b465d280
Cryptocurrencies,China expands crackdown by declaring all crypto activities ‘illegal’,Country’s central bank seeks to stop residents trading on overseas exchanges,https://www.ft.com/content/31f7edf7-8e05-46e1-8b13-061532f8db5f
Mergers & Acquisitions,Chinese conglomerate HNA says chief executive and chair arrested by police,Chen Feng and Adam Tan were the remaining co-founders of the beleaguered group,https://www.ft.com/content/2db83780-962e-4774-82a1-f7ee3949a2b8
LexDeutsche Wohnen AG,Deutsche Wohnen/Vonovia: German house party strikes sour note for minorities Premium content,"With regulators happy to sit on their hands, investors’ efforts are unlikely to stop a deal from closing",https://www.ft.com/content/b27aad99-d588-461b-9d8e-8d111a448d3d
News in-depthInternational Monetary Fund,IMF chief feels heat from staff and lawmakers over alleged pro-China bias,Allegations Kristalina Georgieva manipulated World Bank data have also fed a cultural divide about fund’s role,https://www.ft.com/content/df275239-d9ad-4618-88fb-48211887b3be
Moral Money,"What we learnt from UNGA week, 2021 Premium content","Plus: Accenture eyes ESG opportunities, banking’s rigid ‘glass ceiling’ for women, and more",https://www.ft.com/content/6def373a-b6ca-4e8d-80be-98dd8495e485
FT Swamp Notes,Angela Merkel really was from Venus Premium content,The German chancellor has her faults. But the right question in politics is always to ask ‘compared to what?’,https://www.ft.com/content/983b3a2c-a317-46f8-a204-a03a2e389da6
Design,Make Britain make again: how to commission bespoke craft pieces ,Meet the specialists who connect craftspeople with clients for unique designs ,https://www.ft.com/content/d83a6714-14c1-4d20-86d8-63da76478668
FirstFT,FirstFT: Evergrande bondholders left in the dark as crucial deadline passes,Trump aides subpoenaed over Capitol attack and in the hometown of Senator Joe Manchin,https://www.ft.com/content/28efe038-29d5-4dea-9340-4353cdabe38e
News in-depthAukus,Quad group’s role under scrutiny after Aukus submarine deal ,"Alliance of US, Australia, Japan and India expected to turn to non-military initiatives, analysts say",https://www.ft.com/content/59da17c6-4ddf-4d53-9696-711a0d1a1225
